radius,curvature,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wake_intrusion_ratio
0.4626370693487736,2.162720019063856,2.116975696998253,specular,-0.16417540795645696,0.028429824161966252,0.025516415090839892,3843.3538024145446,148.87105999817874,0.0,0.244
0.9835959998104107,2.759701699713836,1.6358555789383145,diffuse,-0.16016910233005727,0.004796070333098423,-0.021814091364546886,13424.31406374336,169.07454192855252,0.001,0.07
0.9284113672084104,2.5758284756159306,2.639760663340353,specular,-0.10820841009702188,-0.0324857806757541,0.019257378206703854,19300.07906448564,171.0541337753127,0.002,0.058
0.6987443766559363,1.905203726240851,2.370431081607747,specular,-0.19276176105959966,0.04476329468184147,0.01364242765922688,9816.97356482105,157.8513482880018,0.0,0.136
0.5973204716506325,2.182654531515057,2.7662516663649863,specular,-0.11590521808005143,-0.0071263826369514435,0.012775246306821239,8371.824664411793,157.53195467664096,0.0,0.154
0.687336445106935,1.5993010940568193,1.582874535503208,specular,-0.16492987387993185,0.013355688429370682,0.02309008276304006,6343.060797980321,161.26306866957907,0.004,0.08
0.9308155205564899,2.2867286601843464,2.7860183384655333,specular,-0.19342216028105375,0.018499674705373184,0.032091331123027186,20475.043822441938,170.26123231540637,0.002,0.069
0.9749277223292818,2.1390824580765164,2.829826230378982,specular,-0.11077482538480508,-0.0030230580556704217,-0.025079305933323727,22814.88291838383,167.512147036315,0.001,0.088
0.4427021200789938,2.9711112401646886,2.6521469010253567,diffuse,-0.16656762909575157,0.008714749203939887,-0.04871565223288285,4408.942309735804,162.18738066109768,0.0,0.127
0.7162996012478657,1.9236000439092427,2.9910186860231107,specular,-0.19751608950650323,0.02071639677894202,0.00489040351382649,13017.338008108874,158.85947106737254,0.001,0.137
0.6132673412678331,2.8510205868552605,1.8563013830220128,diffuse,-0.12685027006138566,0.006986194507760314,-0.04170954457157327,5921.9099641675375,163.98736497844337,0.001,0.115
0.6435634660517763,2.3739732965163904,1.6814956402630121,specular,-0.12881765834504177,-0.024290823485972092,-0.01640594333473888,5907.342432988836,163.47576406511058,0.0,0.118
0.42459155908155777,1.9822732470545537,2.727215869446245,specular,-0.11798865418366368,0.005707128032641229,-0.0464512213177852,4170.3822589633255,138.1742597996455,0.0,0.324
0.9943279596810308,1.5363569576989093,1.8793050020348891,diffuse,-0.1910955631549478,0.029600343270169777,0.029742051913828435,15760.507926215549,165.0474264028639,0.001,0.072
0.6952723505797545,2.198929363241162,2.73386148708537,diffuse,-0.17240886697773244,-0.03559500045757022,0.04476804787611928,11209.856714830925,156.81887639233565,0.0,0.151
0.6190259858318377,2.37413741564662,1.6892254568595997,diffuse,-0.1640819796400098,0.00247499807404461,-0.0398476669531515,5490.590009027983,152.21425416697252,0.001,0.194
0.9504613899583216,2.5570946946252824,1.6289516134650996,diffuse,-0.10663039736586159,0.021153828841741024,0.026379683889307212,12482.189740524596,167.10995158203102,0.0,0.09
0.30987147587402036,2.4630841984734566,2.6720209564961954,diffuse,-0.19202413889959905,-0.04244252103251415,-0.034849324627335615,2176.2896571901824,139.7012699655201,0.0,0.306
0.7989381465026757,2.112962775180481,2.84125419763934,diffuse,-0.1565322720381341,-0.03431116753279588,0.045085245999339135,15383.318879958584,158.10474278222694,0.001,0.155
0.3732699040863082,2.28017830868839,2.0810362684977832,diffuse,-0.11767743275130069,0.017785688049484036,0.0107391553865811,2459.45701356852,135.0476289509947,0.0,0.327
0.599283805702695,2.247872288156219,2.975874358869854,specular,-0.12940836948300838,-0.04997731455192537,0.03505770228219489,9065.532355963209,159.28384376459718,0.0,0.142
0.8154386964054721,2.7410790439508173,2.902937350402713,diffuse,-0.12398560534593842,0.009778864661271904,0.015461089595721692,16373.213841001278,169.8929501496483,0.003,0.071
0.9578870230243179,1.8447992493889251,2.955977490553155,diffuse,-0.19826881922843048,0.04213640014384974,-0.0217143045574833,23006.117781911722,160.61179548171157,0.0,0.105
0.36074484298916315,2.7140546213508854,1.5928821828202449,diffuse,-0.1381872473808745,-0.04881405235134979,-0.02554450868960635,1758.31853472033,153.04333338376685,0.0,0.201
0.5141060966871261,2.295269455664493,2.2823267605777073,specular,-0.19260328099788918,-0.04999665976723623,0.03390376630196883,5116.782627214995,155.49893565965615,0.0,0.177
0.3478018980511649,2.876419634140665,1.9022423059282403,diffuse,-0.182747514085829,-0.012534396708903585,9.629368985172165e-05,1951.8362002497336,157.00073782490347,0.0,0.171
0.33290076802737717,1.728654169352078,2.1951873290635784,specular,-0.17400149810555976,-0.040333795773093574,0.04519206039386618,2063.5491540360117,159.1585696598969,0.014,0.159
0.9809328382638784,1.6350997957070548,2.78848521410002,specular,-0.15292265875599395,0.027369076016140054,-0.004871084048717514,22759.385383817138,168.53008602981345,0.002,0.046
0.8701487877331426,2.9909228918691806,1.6931703124769246,diffuse,-0.11193247320056599,-0.0462599229087359,-0.006277417328049428,10874.300269198082,172.66342129260235,0.0,0.046
0.7651118607986971,2.0974933458225715,2.758951050105712,diffuse,-0.11111847189668173,0.04916049965044057,0.010279930129319083,13699.58782866305,155.0881282852368,0.001,0.158
0.6921748236528361,2.78719489820768,2.456220809767836,specular,-0.12623540927368798,0.02617730302332781,-0.03496136602746627,9981.88680918614,169.51095662574238,0.001,0.07
0.3919960177287888,2.259253330332819,1.6933580869172764,specular,-0.1384707251155754,0.03546275974393635,-0.02973714915559176,2207.1190189106073,147.23564174259764,0.0,0.254
0.42458846733759503,2.625990773349508,1.7617166169332996,specular,-0.1464047853025102,-0.003454338456796456,0.008342088737780473,2693.928562703426,159.26732441992866,0.0,0.15
0.7308973369894821,1.5644610773750913,2.9293099896499446,specular,-0.15325820657449732,-0.03665358473776995,-0.010475659146209501,13273.691769055327,163.51394954782876,0.003,0.07
0.5942490722408258,2.650237408930893,2.8573455166493194,specular,-0.13777090778402085,0.00984260945143367,0.008474825901869418,8558.810701239412,165.24666357990853,0.0,0.104
0.9941876599881712,1.8167385234916706,2.2749505458329846,diffuse,-0.17432619817465228,0.03180416651686577,0.017397141830848895,19073.14601842268,162.29042593235494,0.001,0.099
0.8013603275226371,2.5529443833428793,1.7097382979916103,diffuse,-0.1827984297995998,0.04915872127197754,-0.02380735539832294,9313.20051171889,167.08242766822121,0.0,0.086
0.45925165563678705,2.3840288114262655,2.3058865345924,diffuse,-0.11368728275233621,0.03546175291373749,-0.041532288326360835,4125.276201395685,146.5285687213145,0.0,0.229
0.844956446857243,2.5021518450660243,1.6744350724578836,specular,-0.1001362192509096,0.03138427675745144,-0.007198050247578601,10140.295165933225,168.1979506457868,0.0,0.07
0.495600317425742,1.9162207984133708,2.628433740953591,specular,-0.17360691698750258,-0.024318394524829826,0.019318947807308917,5476.1309162040825,147.7891679813128,0.002,0.229
0.48105303669564686,1.8518051502054724,1.7216037502623698,specular,-0.10602231721512743,0.00946737819109296,0.03459439191289691,3379.34676185223,146.08609284425606,0.0,0.23
0.415046778253161,1.5156719737383666,2.5198790892322247,specular,-0.19348938749284245,-0.010167095120046155,0.02934093442544665,3682.0309403988176,170.52625197624442,0.006,0.054
0.43413438466481336,1.8511170435421356,1.7891473224258123,diffuse,-0.19369950985900838,-0.02277252911511357,-0.010490945376292068,2860.2770980820346,134.71782288870804,0.006,0.319
0.6421323851182653,1.6477831091087671,2.339835043507927,diffuse,-0.18646115834568514,0.028875269100410814,0.036746488416610545,8183.668427590139,151.3976899149633,0.004,0.174
0.516239907646593,2.6631613946864556,2.3454006163767205,specular,-0.16502861208295266,0.040954025943234454,0.03848912728011179,5301.927937499742,165.43004314035352,0.0,0.103
0.9887063614447968,2.5925488564582797,2.2201324491958845,specular,-0.1792604048048739,-0.04280297474348907,0.03454914002577757,18408.872010061023,172.66570883220922,0.001,0.05
0.5255329341397759,2.8303789380516675,1.924772047469678,specular,-0.14878120480906462,-0.017167925962863373,-0.029671030509599308,4509.130609613892,168.05480670336735,0.0,0.085
0.6280181147455657,2.6293502970631235,2.24605960967115,specular,-0.1031768054782467,-0.03368960908022854,-0.005282419234984584,7514.139554719991,168.23662012099763,0.0,0.08
0.545293396069764,2.7188932379122392,1.5091173755035288,diffuse,-0.12472129839858641,0.019549127431647995,0.013857826174307086,3806.2484442251184,160.0722013911635,0.0,0.134
0.5002487100984107,2.180214505486573,2.5820030524512823,specular,-0.14646661684868895,0.017887286147853093,-0.004287658255761405,5480.779664680386,154.16398885487587,0.0,0.191
0.9822186135797641,1.9092343116414028,1.8601225734259543,diffuse,-0.1318053493398044,-0.0436122261420872,0.01866504114346991,15221.993073357391,162.31520953314836,0.0,0.107
0.6970598073945802,2.629105762981638,2.858129902734036,diffuse,-0.10243590257391322,0.03431744484409564,0.04604540418052695,11779.739445589159,162.72250076424586,0.0,0.119
0.35193484255968904,1.801874111753125,2.294179373295118,diffuse,-0.17783611669108973,0.02937811840618762,0.04989011476203349,2410.2691291484557,136.90077066566218,0.005,0.317
0.3653118312695056,2.875664657528674,2.3728975280171642,diffuse,-0.11868516734043348,0.008955450378101006,0.03516066827419162,2686.087132676477,157.37548112743806,0.0,0.167
0.859262849387199,1.8691905725534763,1.9716643263411782,specular,-0.15482125727505044,0.04559737381773424,0.015348690680520916,12348.058722951813,163.23091601123124,0.001,0.084
0.9167088415740181,1.8491731453052622,1.9307768671426153,diffuse,-0.17727787092349528,-0.034525166872649886,0.008071685711171207,13762.855936663072,159.07800350721956,0.001,0.121
0.3627253646541805,2.5261735731525703,2.155783115949314,diffuse,-0.15528083293686715,-0.04171660949503057,-0.02239112208531241,2405.883285842368,148.0153090697701,0.0,0.221
0.4984879484762092,2.1224160537261403,1.9915408715834946,diffuse,-0.11834974680729757,-0.03307585702114239,-0.01709856496361404,4197.707632122425,141.05236700251967,0.0,0.275
0.6776253490439217,1.787655070668635,1.8854262601460317,diffuse,-0.11499392774391122,-0.03803376492382276,-0.03242832929984746,7343.489470027405,153.72738629620318,0.002,0.162
0.7310983489306979,2.921867281013809,2.9119941719572378,diffuse,-0.1959210536635776,0.003306143685827642,0.04475754621112689,13202.486878865973,166.05942093641224,0.001,0.094
0.4313420766290095,2.462528631736927,2.533317210803225,diffuse,-0.13249638595894947,-0.02551456461520333,-0.019127243895429292,3998.0374711217655,151.85361617407602,0.0,0.211
0.8751231097731829,1.8521953247443388,2.4579022342020753,specular,-0.13988930609091652,0.04530814511333013,0.041727792338663056,15966.750773810296,166.54541118413735,0.002,0.078
0.7527251105908392,2.4387486510077214,2.8317060597619585,specular,-0.1925447867863141,0.04826528311286969,-0.04971763717819133,13609.263263910358,167.88056568088672,0.001,0.079
0.6845170556425564,1.9852803714945604,2.0280827655643643,diffuse,-0.18317941804064786,-0.01673925383282409,0.0023196516746107343,8060.60906404004,149.76191585501823,0.0,0.198
0.4778967575179809,1.6341390548016583,2.9371116190702002,diffuse,-0.11981486010487487,0.03847239761903329,-0.03937842371554567,5689.86884766392,150.47624032620382,0.008,0.197
0.45330319045276035,2.245416546974983,2.992145519312988,specular,-0.15273843308651364,0.012707169515182165,-0.007124048707519572,5215.235201345974,151.1530581319165,0.0,0.225
0.6026947639432126,2.3402331870029887,2.190757414932147,diffuse,-0.14259265688347952,-0.037223072319904044,-0.01094850744409516,6749.9843210007675,158.69737196776398,0.0,0.151
0.6750854109173001,2.07924139671755,1.6842713697300522,diffuse,-0.13594382518804637,0.047049410301875705,-0.03733401279972899,6510.931833563723,150.923454077905,0.0,0.204
0.7934216758833237,1.6275382720197826,1.8930815528185174,specular,-0.12025540936234226,0.002951791280625081,-0.017761670769453113,10108.60164436258,164.68559969453713,0.007,0.07
0.735898039943652,2.6037777276933314,1.752694402018817,specular,-0.18029109246433433,-0.03341115552656512,0.0022459237153795927,8051.098292400841,169.36983606722893,0.002,0.071
0.3288246978776197,1.5288575427718076,2.560560333498434,specular,-0.15771948317975062,0.037594254161493285,0.01609273711603665,2348.4294059616936,180.0,0.015,0.015
0.9809302797939703,2.3929163982421273,2.728419612031133,specular,-0.18858288735976686,-0.02153521648804685,-0.025306637402098875,22269.01874957331,169.37068614084447,0.0,0.07
0.5136580862989368,2.801226566637041,2.3408651014747837,diffuse,-0.1933502114626901,-0.04869809365762169,0.010202931942844704,5238.877973143585,158.26407442933325,0.0,0.149
0.8971624545824257,1.656340236875755,2.5540072659063657,diffuse,-0.15425981282532356,0.03115342190605873,0.004948687165169739,17437.248077528384,160.30157345669195,0.001,0.1
0.3456737461940479,2.8985806783737926,1.946286033164522,specular,-0.1629490151206869,0.0017812691904399852,0.022031200976929566,1972.6638931372142,162.83326662315693,0.0,0.128
0.7190835466000673,1.7003796205168369,2.9580118315363473,diffuse,-0.11288520105784819,-0.030266338730008426,0.0010528765738204715,12973.950813475896,154.52253153968545,0.001,0.148
0.6873466131243524,1.613534954972712,2.8935649323626063,diffuse,-0.19466436857209451,-0.028724055212370737,0.014665930592079754,11595.739850315234,156.01712061685072,0.002,0.12
0.6340858800326263,2.1058080556061594,1.8330204706461304,specular,-0.1819747465621206,0.00235642261126897,-0.0442925786527734,6251.397526451929,156.66853785254358,0.0,0.167
0.41677860828041186,1.8519429424512392,2.3086012718433633,diffuse,-0.10546484133607206,0.024753450252566644,-0.02714609360776209,3401.522967153957,133.58890726087753,0.002,0.327
0.9576414664555661,2.7467322083561827,1.6284177779987075,specular,-0.17010836649013655,0.025647364261446703,-0.0438306482037753,12667.337972978718,172.1474509582161,0.001,0.058
0.4043339022594414,2.676565561595199,2.391954831494838,diffuse,-0.1446458400070368,0.025391143049498452,0.04215220227969671,3317.0111065955193,155.5566495901063,0.0,0.176
0.6195067354318212,2.694633426919719,1.730933770784259,specular,-0.1343641035423418,0.0054421147292308195,-0.01368971107485284,5634.899218665898,168.41687280949796,0.0,0.078
0.9461498777324817,2.6292870381859093,1.9772575156034289,diffuse,-0.12151384945157884,-0.01983897034411719,0.02809204152193985,15014.011597428835,169.69678039288328,0.001,0.07
0.9237952224957093,2.58070903810094,2.4257837560656625,specular,-0.15796951836659334,-0.01335546948382995,0.04280430901914996,17559.70211551621,172.96008652538407,0.002,0.056
0.8071238173874922,2.7475608451304137,2.0824192495763603,diffuse,-0.18891400901276983,0.008430968872114829,0.008121417392191056,11507.0005190408,168.43446530414084,0.0,0.072
0.9886123135778542,1.7568518423589552,2.318364324744368,diffuse,-0.17105495788372083,-0.04130013507935685,-0.04075199947840607,19219.733125901992,161.77451094957462,0.002,0.108
0.7108831580880428,2.458596591694719,1.8657861107047413,diffuse,-0.1850128858189658,-0.04463700818174426,-0.03319410542267104,7997.82584707293,161.29889720971212,0.001,0.125
0.7365584069134579,2.436151245114342,2.1103898757646187,specular,-0.19749651139447344,0.03829861901822319,0.014263685794886474,9711.598363180208,164.7156616857027,0.0,0.111
0.8066496422469884,2.3092516012618187,2.802114327412738,diffuse,-0.18377207156467973,-0.04998233252352298,0.041433118333472185,15465.692772204073,165.5357892771941,0.002,0.094
0.6484120556506927,2.2199369991081483,1.7987645787762667,specular,-0.1456164759626049,0.008280793229675384,0.020170921535339476,6414.903468990174,161.5436888406701,0.0,0.132
0.319921272475639,1.7745832570222817,2.6585711232242994,specular,-0.1421003799676866,-0.029951584182366233,0.007609307753180895,2308.0656474176417,152.75798044239997,0.008,0.206
0.3411791844219623,2.5361771849432335,2.7488476380340874,specular,-0.18743615281710885,-0.03723826420624343,-0.04077417644325795,2714.121959581623,155.618519012149,0.0,0.18
0.43369715656851404,2.6923898396197776,2.7651484026805875,diffuse,-0.1462609724558751,0.0018731745751346049,-0.019407891605874607,4411.692468281424,156.2543013346711,0.0,0.176
0.830260632709952,2.6403183510697343,2.3309593706712017,diffuse,-0.14164752002995484,0.03047004461307666,-0.03972354575209808,13629.415540574442,167.22175088059487,0.002,0.086
0.9956765374633887,2.4553513850342963,1.6954791341862645,specular,-0.1218060806811957,-0.02240169262538665,-0.003554101294846755,14257.47546686617,171.9842211795225,0.0,0.051
0.378802148220294,1.767548669019336,2.186550228421154,specular,-0.11735246037726871,0.002328218849967069,0.010403736957310283,2661.325293613692,152.61555072441604,0.004,0.182
0.6732840831376126,2.7476857428477635,1.7365477704520718,diffuse,-0.10986423401165894,-0.04961860820559481,-0.040227439028545246,6677.24123672569,165.94538067865815,0.002,0.094
0.9213346366408184,2.7386488766578383,1.569719191844537,diffuse,-0.19908098157476722,-0.01663296857317286,-0.0034983520708487884,11302.392931788063,171.47632940988953,0.001,0.055
0.6567625366743809,2.3272658743719026,2.2810777879871718,diffuse,-0.17504677183513767,0.04597336864612904,-0.005189008775930516,8345.84809345278,156.65535731660327,0.0,0.162
0.48384479163206107,1.6993061425183227,2.713763345379272,diffuse,-0.17416252022519857,0.01691032348380135,0.04557477097978371,5388.870533610353,145.984073747316,0.007,0.215
0.858722113844141,1.6168290357205024,1.7880906469014701,specular,-0.18964033581415096,-0.04957074465973352,0.02597813419520402,11184.291104716187,165.2290192615094,0.002,0.071
0.5397517641981329,2.2920857313845446,2.4619555221758986,specular,-0.14275878268422224,-0.005500217455421272,-0.01793927483779461,6083.898788886915,156.4702840295069,0.0,0.167
0.684317198442797,2.746491298482536,1.7705572090953992,specular,-0.14229968089841727,-0.04039030886510095,-0.009029979456172676,7032.965883672312,169.84898859633745,0.0,0.063
0.9891841137839719,2.0669492036780923,2.930462793839382,specular,-0.12975222395922248,-0.0006307664155509318,0.046183352782561485,24322.270528409506,168.8885399015943,0.0,0.063
0.49120122219961504,2.5377052426838187,1.9118061549041112,diffuse,-0.1289806117655652,-0.01862414617049756,-0.03157718604724932,3912.69837325012,155.14393317194848,0.0,0.175
0.8958217044352341,2.9897218879037717,2.0753859825902374,diffuse,-0.19638300323421032,-0.02481736436138218,0.014098705608219672,14127.186452652579,169.96424014804353,0.001,0.068
0.3808402612880822,2.8541618007060006,2.6174633885215774,specular,-0.18646422648088737,0.005321705855690792,-0.040138334257488674,3220.1786145292394,162.3906891705797,0.0,0.112
0.813431173665123,2.428191589400735,1.9333912952016903,specular,-0.10678460447853386,-0.02273344081790232,-0.02487278480170745,10851.131338229974,168.15712028827053,0.001,0.082
0.3248573568358353,2.836502177167044,2.4489712376361634,specular,-0.16061709898835475,0.04587517848341412,0.0492870790977714,2192.2129260031566,162.5016371427365,0.0,0.126
0.8633570485118933,2.9647110969897077,2.465871479526607,diffuse,-0.10727095114804652,0.013110430188839672,-0.03590548873512372,15590.676217873102,172.37298351537643,0.002,0.049
0.9136999708433173,1.724278494059655,2.2326079576001607,specular,-0.16557621945124962,-0.008539775877174596,-0.009188566294090962,15810.053054166092,165.63941486578915,0.001,0.069
0.958116006753537,2.887698391595632,2.103178221921054,diffuse,-0.14284749238725797,0.030785391943269527,-0.047243037158006554,16376.681562831203,171.21040541757344,0.001,0.06
0.992126922783177,2.8308368503274837,2.8011500056216856,specular,-0.1697954314947584,-0.04064203877780081,0.045382672632374346,23387.53623563501,173.17130483892885,0.003,0.043
0.41665112398333276,1.6799078527494293,2.5245024022698974,diffuse,-0.1845254255764791,-0.0011046430634747625,0.004145878374540099,3717.3593080273663,152.6668050366903,0.004,0.192
0.55406778837525,1.5468658558618191,1.5804628387575208,specular,-0.19459205638014332,-0.01947790590560519,-0.03794281630920759,4115.51065680726,163.00378796036154,0.007,0.075
0.5578667399718751,2.328758278875851,2.552063215672095,diffuse,-0.13319113580633887,0.00495253509063158,-0.03365871053875197,6736.991567534593,152.72686669507613,0.0,0.199
0.8441389012516705,2.910331273754347,2.084186784740237,specular,-0.14770143721931997,0.028095009818868297,-0.03664654051617159,12597.318335122767,173.1529152114361,0.002,0.047
0.90204110615993,1.9899597706790435,2.478253823913479,diffuse,-0.16635796140985246,-0.03964065585736337,-0.015195061551916779,17104.566802753496,157.75499361149681,0.001,0.139
0.5949975709983635,1.8632244959574642,2.1997993822290627,diffuse,-0.16796127717727166,-0.00236754379449413,-0.03835809822317046,6605.825515386357,145.52820619720052,0.002,0.225
0.4687495900175989,2.9502593819776943,1.5530533716767825,diffuse,-0.13265558385821968,0.0022253677304153383,-0.00640064991469972,2894.555088845544,162.5754431347343,0.0,0.12
0.8963326564809844,1.729594420500551,2.803577099791718,specular,-0.13386903843065756,-0.024183329419455658,0.0417923675763322,19105.77152123361,165.97097307366147,0.0,0.069
0.8505054956119644,2.942685807464226,2.6065650368195903,diffuse,-0.15298988238447545,-0.018100522293469277,-0.03668664128160029,15993.239864223946,170.17295480699707,0.001,0.062
0.7378980164485063,2.2066618354132363,2.242631098539573,specular,-0.19550131143395244,0.047317053754836,0.01463795954106771,10357.719912462557,163.1038594818719,0.001,0.119
0.3325733629782323,1.5501629868712847,2.4013005953840425,specular,-0.12963650067936688,-0.0046839758156733136,-0.0025169177525362976,2252.8645927955813,180.0,0.007,0.007
0.40504148222323383,1.9097278077668474,1.6078403050693548,diffuse,-0.15378626877885787,-0.0019504529206641474,0.049730103925646515,2237.461419105866,129.02368472812535,0.001,0.36
0.6479156378223259,1.933070719732683,2.8497803092229352,diffuse,-0.1408156242705342,0.046974701398318094,0.0021619366128416556,10147.56734566126,147.82923526928894,0.0,0.211
0.8778166165421013,2.737803126425485,2.7714701280424476,diffuse,-0.1164470632767412,-0.015585577180190859,-0.0326356163817368,18114.712005880963,169.9256849902404,0.001,0.063
0.8420905968649675,2.283040823323407,2.596822131616114,diffuse,-0.16335378472719222,0.00788703072059891,0.03583287727712657,15619.728343026201,164.3016763901514,0.001,0.103
0.8456585012016622,2.1621088934458097,1.5762281608092592,specular,-0.19592490283474046,0.0432763014630614,-0.023747534244246294,9561.427962776299,166.90256471822877,0.0,0.078
0.3211429243367566,2.6782413346026037,2.96187470869067,diffuse,-0.15044861786944583,0.03660617465234446,0.018208002882488875,2591.057409645769,150.0279284611956,0.0,0.218
0.5680941663243679,2.7842774422133805,2.945689097833222,diffuse,-0.1527850955663611,-0.025525435401769672,0.03991018210364532,8063.82702825968,162.66239374044127,0.0,0.114
0.984390269762911,2.3043640411795145,2.4342029756906394,specular,-0.1259047835806082,-0.032892255354627455,-0.022716711533377676,20008.063191294284,172.2914040896154,0.0,0.051
0.688841295142794,2.5887378751237193,1.6334550409845248,diffuse,-0.12117260943882827,0.0070585757419966075,-0.015201369455681936,6574.44613626351,163.47151013989122,0.0,0.116
0.8584928324311913,2.5266315998698436,2.7164374439523966,specular,-0.1587943023400066,-0.019552222680501587,-0.04185745561720658,16981.916153283997,171.0497727726634,0.001,0.058
0.6795588522443221,2.1781973384496367,2.4851596188179417,specular,-0.11088005622753519,0.02795827760297244,-0.04824879027334024,9734.688819551639,160.63440073539599,0.0,0.135
0.6709416477099781,2.7697591797809613,2.1369063717604977,specular,-0.13623639479609065,0.028297977161727536,0.01164910028327678,8159.595554681152,166.96179089847155,0.0,0.088
0.6660766700110239,2.239296248662515,1.633153423403316,diffuse,-0.17919851608658494,0.04200298577260195,-0.00752551009812831,6145.95062774853,155.5371087697619,0.001,0.173
0.6940844587796265,2.124261814015161,1.5465519806705856,diffuse,-0.16544356433557644,0.005410996987277941,0.01508984365516347,6319.792204297617,152.09325264406402,0.0,0.191
0.4655606756259482,1.8764164643290708,2.640174114360014,diffuse,-0.10739915485683328,-0.01386235764980285,0.04718856230709277,4853.988969548327,137.85248316813565,0.003,0.298
0.34857188034487774,1.5284648917114685,2.6548131021974997,diffuse,-0.19891223934769636,0.048793476255833745,-0.025881173355329846,2736.1020254367986,180.0,0.011,0.011
0.5829421997864717,1.937767957273286,2.5783712234689067,diffuse,-0.17421366890374418,-0.024163286406388797,-0.01723744236167484,7432.07482299948,146.1561979187857,0.002,0.228
0.4857812702628511,1.9318926114180348,2.7798524572174017,specular,-0.10953859565111082,0.030974629890019242,-0.046187373900986664,5564.3817201574975,146.88537700269873,0.001,0.236
0.9357658773302493,1.8751590577323343,2.3801968705554617,specular,-0.17054812891885104,-0.009709669871588014,-0.01699305911154453,17679.131490155913,164.8129391119697,0.001,0.079
0.4920273776004264,1.7815172797595669,2.722207513060937,specular,-0.16366710782395663,-0.01017995367840581,-0.04687176933506755,5590.020523777712,152.01243721210844,0.003,0.175
0.7356465541985446,1.527904640600882,2.558298916002994,specular,-0.12112188752977505,0.04932408755945841,0.02630675508830438,11743.656339533165,164.11234635769398,0.003,0.062
0.6567452094295649,1.8283519322266804,2.144358853938294,diffuse,-0.14505579320647755,0.034313600038167066,-0.04940860737488093,7845.216432232766,146.14280362114906,0.001,0.21
0.8726498314600328,1.6974401367903522,1.9617894169652441,diffuse,-0.15458170413609446,0.03424956226579032,-0.04119152685859439,12672.025626276314,160.55903305977273,0.002,0.11
