profile,primary_dim,shape_param,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wafer_flux_m2s,wake_intrusion_ratio,wake_type
cap,5.670716112443011,2.406992821719032,0.002475338009673497,specular,-1.4157650923427507,-0.005061838336904899,0.0032176154757756273,7.248173039739336,89.96564962779236,0.0,0.0,0.6597,WakeCone
cap,5.41041531189475,2.2396299798117703,0.0019929093045667474,specular,-1.4222416002226683,0.04824848438758801,-0.020230032773365127,6.7402906244407195,89.28036509854842,0.0,0.0,0.6553,WakeCone
cupola,4.41427673109485,1.0,0.002884061252114334,diffuse,-1.4797671785342623,0.04696708808934265,0.03626679851946814,2254.679924865768,61.784095086201155,0.0033,4.806548458008966e+18,0.3144,WakeCone
flat,1.3831030862173368,0.0,0.002314309191296156,specular,-1.2337908271883222,-0.03530869598491673,-0.028195583864104992,37.55295508401316,12.820208110229709,0.0,0.0,0.31,WakeCone
cap,1.323869222548615,1.5630650213728734,0.0029301728681992412,diffuse,-1.438412236783543,-0.0046218135959904955,-0.0031528880379226437,20.34617550211546,59.02062154771613,0.0,0.0,0.3625,WakeCone
cupola,4.634643853779508,1.0,0.002888589226196882,specular,-1.3817830862847265,-0.032094409736657295,-0.03667206314331504,2489.3148361222375,101.15645825015305,0.0021,3.374205700102143e+18,0.8591,WakeCone
flat,3.070323925550709,0.0,0.002198664918376312,specular,-1.1759596356022841,-0.019498126356250478,0.02253017443486914,175.80898940446463,12.960890307097097,0.0,0.0,0.3063,WakeCone
flat,4.293499228145459,0.0,0.0020654063805150553,diffuse,-1.439458562268158,-0.047476262510857375,-0.03435367588593156,322.95493813255274,45.13664864359665,0.0,0.0,0.3081,WakeCone
pyramid,1.1589989470536093,1.076587636009422,0.0019157917813877534,diffuse,-1.389961438439828,-0.0006304862415963813,-0.029638343852119844,40.838387221835816,57.061813663068534,0.0,0.0,0.127,PyramidWake
cupola,5.689733055204924,1.0,0.0022304445783597657,diffuse,-1.3104414658011032,-0.040098295982198155,-0.011453449950962882,2896.920157418094,61.758048209565544,0.0016,3.8826133750446623e+18,0.358,WakeCone
