radius,curvature,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wake_intrusion_ratio,wake_wafer_distance
0.7866980288136991,1.7691057338912457,2.90482794077581,specular,-0.1444488109357396,-0.010720898820771228,0.03516686659887626,15249.309329858466,163.50083008091462,0.0,0.077,0.005336980613592723
0.5798833191891481,2.6715327745788473,2.0185667781642507,diffuse,-0.19627524917835212,-0.045540940290023584,0.0231382189157298,5757.553608280769,162.56544637700338,0.001,0.122,0.005500330360698469
0.3171744660609667,1.646765827658622,2.986267942218043,diffuse,-0.14515583073960137,-0.011288679587856454,0.04380860253810194,2548.2312881537023,175.05384025851566,0.013,0.045,0.005335582259994892
0.31550712752747045,1.5895888220895125,1.967385346439259,specular,-0.1562350433838271,-0.03365000258496936,-0.03624611671444396,1661.1980728108497,180.0,0.011,0.011,0.00533018858676465
0.5635498925280658,1.8989427203440887,1.6863153492839287,specular,-0.12315903300662379,-0.004032614036248619,0.03680633819843297,4542.732589087066,151.18102602260194,0.003,0.193,0.005454585539520135
0.6660743936131219,2.484231189465306,2.6215472785804628,specular,-0.13426975617984013,0.04448913466411007,-0.04208479563614549,9865.44790159798,168.98888503076168,0.001,0.072,0.005373469379059359
0.7850172929771372,1.701284095856399,1.6576923404108135,diffuse,-0.17558897365147133,0.044542779456381784,-0.04618552878640572,8665.148607527295,154.8482597331869,0.005,0.148,0.005381862391082598
0.6178481118733954,2.149924882158783,2.0222506873554087,specular,-0.19295876480990537,-0.021131438042957574,0.04628357734882403,6548.051345454367,155.67026189044796,0.0,0.169,0.005477787690020108
0.9417020533637472,2.332802965702025,1.9703317532779696,specular,-0.12685636724639976,0.03866928665717005,0.01851619245588021,14821.08602386825,168.59143162166447,0.0,0.073,0.005422130685156595
0.7744907004819135,2.5553663368454487,2.5543275675541324,specular,-0.14607407257929636,-0.03779444993970804,-0.032469439546402606,12996.387214731676,168.8548014509498,0.001,0.074,0.005333968310439002
0.7474620433428301,2.399488421426485,1.8679269726305954,diffuse,-0.17261733574577504,0.025354237372989266,-0.03929996207384188,8852.212234077802,161.2547629742733,0.005,0.121,0.005369694318172358
0.6353478844756741,2.8357532650814266,2.35087499309492,specular,-0.12126582408672656,0.04957995701843518,0.043846222167110746,8049.4526403414475,168.94433980922628,0.001,0.069,0.0054735440870428975
0.42714289116776144,1.72205695226709,2.2353854022443214,diffuse,-0.12933083451898855,-0.014154738921856723,-0.0033052557960754,3459.4926575439454,141.20742780228338,0.004,0.255,0.005403571748380742
0.8966847503316504,2.4070650774113993,2.91117875524048,specular,-0.11286126002758853,0.02616944520868074,0.04131164758691973,19854.642787284218,168.5545793568943,0.0,0.077,0.00557927225939045
0.9100719385223146,1.9194256051567111,2.383450713856891,specular,-0.11778776807086808,0.025454359349112804,0.026113024119602174,16744.464360443915,163.67333659526142,0.0,0.101,0.005512828986981105
0.9859008157954814,2.707436146355512,2.2979580045661807,diffuse,-0.15848617352518543,0.04523296282417941,0.02305982819583094,18946.20257196095,168.47792893692096,0.003,0.077,0.005332546920703507
0.8442936567382071,2.245148947460942,2.6288488017962592,specular,-0.1343945694889463,0.025233529123507126,-0.03982272802170807,15895.211025917893,165.37390028526175,0.0,0.093,0.0053728216007479235
0.4858591791883685,2.2393080238750915,1.8259182885176726,diffuse,-0.18012663373516552,-0.04449708689277773,-0.03579244853066556,3656.0809224122063,146.08364246438416,0.0,0.237,0.00540300757032075
0.6526563367840463,2.9548724632852337,2.887414592040784,diffuse,-0.11747923379310288,-0.04033827529776937,0.0009974048809514996,10432.584279421255,167.05055006370637,0.001,0.085,0.0055166063326267945
0.8691612010879419,2.8482321639132446,2.165254076153741,diffuse,-0.1190557126597642,0.04923247463046858,-0.00784825258332248,13874.686037298348,170.93998030077182,0.004,0.055,0.00549781552981346
0.32730033610966136,2.8275331367190026,1.5838412900362493,specular,-0.11030765846265156,0.021568896864079534,0.0289143440235977,1439.1902232236396,161.8523720235952,0.0,0.138,0.005619200678374819
0.5813945999325785,2.486094156758233,2.2271476164634527,specular,-0.11336828497271145,-0.045330593846518,0.030415118431647653,6385.642889904774,164.7560465348972,0.0,0.101,0.00557180802589069
0.3233550444385397,2.612383693013264,2.53246958242384,specular,-0.19156983849557593,-0.018493631431450677,0.04149459821097168,2246.038288797904,155.61799772878135,0.0,0.181,0.0054687155737060955
0.7107535131295439,2.3159388620567993,2.1846126441425477,specular,-0.1804139660242614,0.04717379973218948,-0.01282157429182059,9361.083299262411,166.04917242885617,0.0,0.086,0.005404446289807324
0.8957445341623558,2.3980016026715187,2.573558879811894,diffuse,-0.17279401225627455,-0.0013188277797893458,0.03435046403481322,17515.239462624108,166.96612075623523,0.0,0.079,0.005370378993789726
0.6036896326301397,2.4410929309250373,2.9134347365312125,specular,-0.13117704962053128,-0.01104388527942339,0.02277082996570555,9006.299105128925,163.82765714223694,0.0,0.113,0.005391273253437634
0.3823398972374435,2.073371011392408,2.3856718357710145,specular,-0.11002787694707833,0.0226734350589686,0.034994149752750545,2958.173066055457,136.60089927396587,0.0,0.349,0.005623819602437186
0.785876986331205,1.8152675363809712,2.6764556286310155,diffuse,-0.17866142086296832,0.026690203519103506,-0.015288899117166098,14021.123893197082,157.05817694646584,0.001,0.142,0.005395852582449956
0.32106264458163297,2.5430926511739114,1.611461340722894,specular,-0.17554744536150896,-0.023721160565334333,-0.01107249081384707,1409.0067877910612,156.63189262400658,0.0,0.171,0.0053816829426370505
0.9425618331394434,2.0708866817121403,2.9125195704634086,specular,-0.18534550823909096,-0.01775758222782682,0.010606453566923454,21948.365772761743,165.66815524968848,0.001,0.083,0.00543089260825258
0.8216541517382772,2.523870516085231,2.4178125096818204,specular,-0.11646052744236329,-0.044150855348159414,-0.03773178686941338,13845.682397041754,168.98734343052607,0.0,0.069,0.005529430936967145
0.3288023085922342,1.9450166129445796,2.938385047929618,specular,-0.16070164432729545,-0.013169394729208361,0.015274768767009742,2694.586059267735,134.54327160292888,0.005,0.385,0.005335894961950194
0.8698830635515982,2.0769149348667146,2.8622786484205287,specular,-0.17263935572797062,0.017039096967831055,-0.017097852688207037,18371.613421685328,164.39872293370655,0.001,0.108,0.0053697793803475224
0.5762126188820105,2.0586117635036585,2.4096380087503526,diffuse,-0.10311309138094718,0.021586389436155207,-0.02643281156879748,6786.26745572342,143.42218515607803,0.0,0.254,0.005754789635335683
0.9207835068342565,2.6513301959137223,2.170862750051266,diffuse,-0.125356221773281,0.032103192996513874,0.02468591333428663,15612.090732855573,169.22403172960534,0.001,0.078,0.005434594340834764
0.5864002241378532,1.587074026936403,2.378746680504838,diffuse,-0.1765216917211211,0.03057751995126977,0.000761816287659943,6938.25228480083,153.81586129177077,0.004,0.153,0.005385961400330791
0.6331605553806865,2.4755900772447266,1.8350254305441183,specular,-0.18482749039380103,-0.026003362355018378,0.0184626837685746,6239.983292296985,165.60993832472167,0.0,0.105,0.005427962910527773
0.40414032274710726,2.795993351821622,1.7325798775534917,diffuse,-0.11690901959718575,0.03178616333450167,-0.024024539523865487,2400.3317564598415,153.29615461338562,0.0,0.19,0.005523717594028338
0.8814495905727278,1.9367901529842855,2.430479977995409,specular,-0.13987831456175026,-0.0033856660443006698,0.01411158598097445,16017.718071710182,164.47853191047662,0.002,0.102,0.005349435167190109
0.6647427600269342,1.8131402081023782,1.9247485791078374,specular,-0.15419807887056178,0.006364333920866327,-0.02922481428136994,7214.311268825143,158.00481080275452,0.0,0.129,0.005329000086592234
0.36523271888290576,2.3550526520574446,2.3056216943122534,diffuse,-0.11846355273539781,-0.026884933044993942,0.012083134569029541,2608.8015230284755,137.12615676692525,0.0,0.326,0.005504725968459662
0.7056079632527257,2.6421121764669797,2.1954873897002507,diffuse,-0.1274302159684874,0.0056356748134909,-0.013151519147792466,9271.959601928373,166.9238326603064,0.0,0.089,0.005417608648492223
0.5428330864530115,2.5126461534308215,1.6889815503408603,specular,-0.10086246437524082,-0.009348785833931762,-0.0430396026882641,4221.54247951988,165.47631464219964,0.0,0.099,0.005805059651843525
0.3806421030699371,1.6640287123341087,2.930676166701055,diffuse,-0.17473335089718012,0.027690588234615884,0.0056797989585750455,3601.762878858117,153.9495848711045,0.003,0.18,0.00537821830194235
